Number,PCR Number,PCR Name,Proposer,Status,PCR Type,Change Request,Create On,Last Modified On,OTM,Product Category,Impacted Products,Product Name ,Current Status,Next CP,PKO,BC,SDV Entry,SDV Exit,SIT Entry,SIT Exit,SVT Entry,SVT Exit,SOVP Entry, SS,EOL/LOD Date,TPM,SL,OTM/ODT Leader,Project Name,Platform_y,FF,Platform_x,Segment,Brand,PCB,MB ,Region,Chassis
1030,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90s Gen 5,ThinkCentre M90s Gen 5,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2026-06-30,kangxj2,Zhaoming3,zhangjn4,Patreks_M,Intel_RPL-S-R,SFF,ADL-S Q670,Commercial,ThinkCentre M,RPL PCB1(MSI),MB1,WW,8.2L
1031,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90t Gen 5,ThinkCentre M90t Gen 5,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2026-06-30,kangxj2,Zhaoming3,zhangjn4,Patreks_M,Intel_RPL-S-R,TWR,ADL-S Q670,Commercial,ThinkCentre M,RPL PCB1(MSI),MB1,WW,17L
1032,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M960s,ThinkCentre M960s,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2025-09-30,kangxj2,Zhaoming3,huangwj1,Patreks_M_PRC,Intel_RPL-S-R,SFF,ADL-S Q670,Commercial,KaiTian,RPL PCB1(MSI),MB4(new),PRC,8.2L
1033,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M960t,ThinkCentre M960t,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2025-09-30,kangxj2,Zhaoming3,huangwj1,Patreks_M_PRC,Intel_RPL-S-R,TWR,ADL-S Q670,Commercial,KaiTian,RPL PCB1(MSI),MB4(new),PRC,17L
1034,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 24 Gen 4,ThinkCentre neo 50a 24 Gen 5,Concept,,TBD,,,,,,,,,2025-1,2024-06-30,xuyuan4,jiazz3,"bairq2,liurc1",,Intel_RPL-P,AIO,RPL-H/U,SMB,ThinkCentre neo,AIO CPU refresh,,ROW & PRC,"24"""
1035,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 24 Gen 5,ThinkCentre neo 50a 24 Gen 5,SS,-,-,2023-10-16,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-06-30,xuyuan4,,yangxt4,Spain_E5,Intel_RPL-H/U,AIO,Intel RPL,SMB,ThinkCentre neo,,,ROW,"24"""
1036,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 27 Gen 5,ThinkCentre neo 50a 27 Gen 5,SS,-,-,2023-10-16,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-06-30,kangclc,,yangxt4,Spain_E6,Intel_RPL-H/U,AIO,Intel RPL,SMB,ThinkCentre neo,,,ROW,"27"""
1037,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 27 Gen 5,ThinkCentre neo 50a 27 Gen 5,Concept,,TBD,,,,,,,,,2025-1,2026-06-30,kangclc,yandb1,yangxt4,,Intel_RPL-H/U,AIO,RPL-H/U,SMB,ThinkCentre neo,AIO CPU refresh,,ROW & PRC,"27"""
1038,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50s Gen 4,ThinkCentre neo 50s Gen 4,SS,-,-,-,-,-,2023-09-08,2023-12-01,2023-12-04,2023-12-30,,2023-12-30,2024-12-31,qianqiana,Songliang,hanjing7,Exeter_neo,Intel_RPL-S,SFF,ADL-S  B660 -Refresh,SMB,ThinkCentre neo,7.4 PCB 1,Bidding Box B660,ROW&PRC,7.4L
1039,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50s Gen 5,ThinkCentre neo 50s Gen 5 ,Plan,2024-04-04,2023-11-28,2024-04-04,TBD,TBD,TBD,TBD,TBD,TBD,TBD,2024-9,2026-09-30,qianqiana,Songliang,hanjing7,TBD,Intel_RPL-S-R,SFF,RPL-S  B760 DDR5,SMB,ThinkCentre neo,New PCB3,TBD,ROW & PRC,8.2L
1040,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50t Gen 5,ThinkCentre neo 50t Gen5,SIT,2024-05-22,2023-06-05,2023-10-23,-,-,2023-12-13,2024-05-22,2024-05-27,2024-06-28,,2024-07-15,2026-09-30,Hua Dong,Lupeng Zhao,yuyan9,Milford,Intel_RPL-S-R,TWR,RPL-S B760,SMB,ThinkCentre neo,New PCB3,MB4,ROW,13.6L
1041,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo P900cIRR,ThinkCentre neo P900cIRR,SVT,2/23 -->2/6,2023-06-05,2023-09-25,2023-09-29,2023-11-30,2023-12-04,2/23 -->2/6,2024-02-26,2024-03-29,,2024-03-29,2025-06-30,Hua Dong,Xiangyu Gu,liqi8,Moncton_neo,Intel_RPL-R,TWR,ADL-S Q670 PAYG,SMB,ThinkCentre neo,New PCB3,MB5,PRC,13.6L
1042,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo Ultra,ThinkCentre neo Ultra,SDV,2024-02-23,2023-11-15,2023-12-18,2023-12-25,2024-02-23,2024-03-04,2024-05-14,2024-05-20,2024-06-14,2024-06-28,2024-06-28,2025-09-30,sunhl4,"chenzx8
caiqm2",chenwy3,TBD,Intel_RPL-R,Tiny,Intel ADL Q670,Commercial,ThinkCentre M,PCB1-DDR5*2,"MB1:TCM
share PCB w/ M90q G5",WW,3.6L
1043,CP20240102_0003,Qualify SK Hynix PVC10 M.2 2280 256GB/512GB/1TB PCIe Gen4 Value SSD on DT Projects,lilei,Separated,Multiple Source Import,"Ø 1.  Tech Background &Cost Effect According to SSD supply strategy and GCM requirement，add Key Supplier SK Hynix new model PVC10 to increase PCIe Gen4 value SSD supply flexibility.   Ø 2. Supply Transition Plan &SS Requirement SK Hynix is Top Three supplier of Lenovo SSD and help keeping stable supply.  The current SK Hynix PCIe Gen4v model BC901 will be EOLed in CQ4,2024 and replaced by new model PVC10 after it is qualified.    Ø3.Transition Scope（PN in attached spreadsheet）   Supplier Model Name LI Part Number DT FRU Supplier PN SK Hynix PVC10 SK Hynix PVC10 256G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71516 5SS1D71716 HFS256GEM9X169N SK Hynix PVC10 SK Hynix PVC10 512G M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71517 5SS1D71717 HFS512GEM9X169N SK Hynix PVC10 SK Hynix PVC10 1TB M.2 2280 PCIe Gen4V NVMe OPAL LTS SSS1D71518 5SS1D71718 HFS001TEM9X169N     Ø 4. Sample Schedule & Qualification Plan   Samples for system level qualification will be availalbe in the beginning of March.2024    ",2024-01-02T14:19:28.000,2024-01-02T15:37:02.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkStation K-C3,ThinkStation K-C3,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2025-09-30,kangxj2,Zhaoming3,huangwj1,Patreks_M_TSK,Intel_RPL-S-R,TWR,ADL-S Q670,Commercial,ThinkStation K,RPL PCB1(MSI),MB4(new),PRC,17L
